TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;CNPJ_ADMIN;ADMIN
F.I.I.;14.423.780/0001-97;KINEA II REAL ESTATE EQUITY FII;07/12/2011;;;EM FUNCIONAMENTO NORMAL;07/12/2011;01/07/2019;30/06/2020;62.418.140/0001-31;INTRAG DTVM LTDA.
F.I.I.;24.960.430/0001-13;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;10/06/2016;16/05/2016;;EM FUNCIONAMENTO NORMAL;16/09/2016;01/07/2019;30/06/2020;62.418.140/0001-31;INTRAG DTVM LTDA.
F.I.I.;12.005.956/0001-65;KINEA RENDA IMOBILIÁRIA - FII;22/10/2010;;;EM FUNCIONAMENTO NORMAL;22/10/2010;01/07/2019;30/06/2020;62.418.140/0001-31;INTRAG DTVM LTDA.
F.I.I.;16.706.958/0001-32;KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;05/11/2012;02/08/2012;;EM FUNCIONAMENTO NORMAL;05/11/2012;01/07/2019;30/06/2020;62.418.140/0001-31;INTRAG DTVM LTDA.
F.I.I.;31.524.769/0001-32;KODY FUNDO DE INVESTIMENTO IMOBILIARIO;18/09/2018;20/08/2018;;EM FUNCIONAMENTO NORMAL;17/10/2018;01/01/2020;31/12/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;19.249.956/0001-50;LA DÉFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;26/08/2014;26/09/2013;;EM FUNCIONAMENTO NORMAL;26/08/2014;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;21.398.200/0001-14;LA SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIARIO;19/12/2014;03/11/2014;;EM FUNCIONAMENTO NORMAL;19/12/2014;01/01/2020;31/12/2020;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;20.717.355/0001-03;LA SHOPPING CENTERS II FUNDO DE INVESTIMENTO IMOBILIARIO;06/11/2014;15/07/2014;;EM FUNCIONAMENTO NORMAL;06/11/2014;01/01/2020;31/12/2020;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;20.717.355/0001-03;LA SHOPPING CENTERS II FUNDO DE INVESTIMENTO IMOBILIARIO;06/11/2014;15/07/2014;;EM FUNCIONAMENTO NORMAL;06/11/2014;01/01/2020;31/12/2020;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;01.356.517/0001-80;LAGRA FII;24/07/1996;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;97.447.304/0001-33;MOMENTO DTVM LTDA
F.I.I.;17.911.007/0001-68;LANDIX WGL I FUNDO DE INVESTIMENTO IMOBILIARIO;16/09/2013;04/04/2013;07/11/2016;CANCELADA;07/11/2016;01/01/2019;31/12/2019;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;17.209.378/0001-00;LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/04/2013;19/11/2012;;EM FUNCIONAMENTO NORMAL;03/04/2013;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;34.691.520/0001-00;LC I FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/09/2019;24/09/2019;;EM FUNCIONAMENTO NORMAL;10/10/2019;01/01/2020;31/12/2020;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;20.240.259/0001-17;LCI PREMIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;26/01/2015;28/04/2014;05/08/2016;CANCELADA;05/08/2016;;;62.418.140/0001-31;INTRAG DTVM LTDA.
F.I.I.;30.248.158/0001-46;LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;29/07/2019;29/03/2018;;EM FUNCIONAMENTO NORMAL;29/08/2019;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;18.929.376/0001-40;LKO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;17/12/2014;30/08/2013;27/02/2015;CANCELADA;27/02/2015;;;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;19.722.048/0001-31;LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/12/2016;23/10/2013;;EM FUNCIONAMENTO NORMAL;27/08/2018;01/01/2020;31/12/2020;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
F.I.I.;24.796.967/0001-90;LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/09/2018;26/04/2011;;EM FUNCIONAMENTO NORMAL;27/09/2018;01/01/2020;31/12/2020;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
F.I.I.;34.598.181/0001-11;LOGCP INTER FUNDO DE INVESTIMENTO IMOBILIARIO;05/09/2019;05/08/2019;;EM FUNCIONAMENTO NORMAL;28/11/2019;01/01/2020;31/12/2020;18.945.670/0001-46;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS
F.I.I.;02.508.235/0001-14;LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL;10/06/1998;;;EM FUNCIONAMENTO NORMAL;10/06/1998;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;20.110.493/0001-20;LOGÍSTICA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;17/10/2014;24/03/2014;29/07/2016;CANCELADA;29/07/2016;;;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;34.835.191/0001-23;LUGGO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;23/09/2019;20/08/2019;;EM FUNCIONAMENTO NORMAL;09/12/2019;09/12/2019;30/06/2020;18.945.670/0001-46;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS
F.I.I.;30.579.348/0001-46;MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO;27/07/2018;17/05/2018;;EM FUNCIONAMENTO NORMAL;31/08/2018;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;17.568.605/0001-86;MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/07/2016;23/01/2013;;EM FUNCIONAMENTO NORMAL;03/10/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;11.697.585/0001-67;MAIS SHOPPING LARGO 13 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;27/10/2010;;02/03/2015;CANCELADA;02/03/2015;;;60.746.948/0001-12;BANCO BRADESCO S.A.
F.I.I.;17.200.046/0001-57;MAJOFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;25/09/2013;13/11/2012;26/03/2015;CANCELADA;26/03/2015;;;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;26.499.833/0001-32;MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/11/2016;19/10/2016;;EM FUNCIONAMENTO NORMAL;14/12/2017;01/01/2020;31/12/2020;27.652.684/0001-62;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.
F.I.I.;97.521.225/0001-25;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;13/04/2012;04/07/2011;;EM FUNCIONAMENTO NORMAL;13/04/2012;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;32.177.294/0001-18;MB - BI FUNDO DE INVESTIMENTO IMOBILIARIO;07/12/2018;30/11/2018;;EM FUNCIONAMENTO NORMAL;09/01/2019;01/01/2020;31/12/2020;16.683.062/0001-85;MERCANTIL DO BRASIL CORRETORA S/A CTVM
F.I.I.;11.425.077/0001-20;MB FUNDO DE INVESTIMENTO IMOBILIÁRIO;21/12/2017;25/02/2010;;EM FUNCIONAMENTO NORMAL;21/12/2017;01/01/2020;31/12/2020;16.683.062/0001-85;MERCANTIL DO BRASIL CORRETORA S/A CTVM
F.I.I.;16.915.968/0001-88;MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO;06/03/2013;06/09/2012;;EM FUNCIONAMENTO NORMAL;06/03/2013;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;32.397.369/0001-76;Mérito Fundos e Ações Imobiliárias FII - Fundo de Investimento Imobiliário;22/07/2019;18/12/2018;;EM FUNCIONAMENTO NORMAL;01/11/2019;01/01/2020;31/12/2020;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;30.846.692/0001-54;METROPOLITANO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;14/05/2019;06/06/2018;;EM FUNCIONAMENTO NORMAL;15/05/2019;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;20.003.001/0001-05;MIKEONE FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/08/2014;14/02/2014;;EM FUNCIONAMENTO NORMAL;28/08/2014;01/07/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;35.704.849/0001-20;MILETO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/02/2020;12/11/2019;;EM FUNCIONAMENTO NORMAL;04/02/2020;04/02/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;00.828.956/0001-86;MINAS INDUSTRIAL FII;08/02/1995;;14/06/2010;CANCELADA;14/06/2010;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;24.514.406/0001-50;MORADAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;12/05/2017;22/03/2016;;FASE PRÉ-OPERACIONAL;12/05/2017;;;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;34.197.727/0001-22;MORE REAL ESTATE FOF FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;20/12/2019;20/12/2019;;EM FUNCIONAMENTO NORMAL;30/01/2020;30/01/2020;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;27.539.729/0001-97;MPM FUNDO DE INVESTIMENTOS IMOBILIÁRIOS - FII;23/05/2017;06/02/2017;;EM FUNCIONAMENTO NORMAL;25/03/2019;01/01/2020;31/12/2020;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;27.539.729/0001-97;MPM FUNDO DE INVESTIMENTOS IMOBILIÁRIOS - FII;23/05/2017;06/02/2017;;EM FUNCIONAMENTO NORMAL;25/03/2019;01/01/2020;31/12/2020;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;12.820.365/0001-41;MSL 13 - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;11/03/2011;;26/02/2015;CANCELADA;26/02/2015;;;61.809.182/0001-30;CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.
F.I.I.;22.957.521/0001-74;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;10/10/2016;10/07/2015;;EM FUNCIONAMENTO NORMAL;20/12/2016;01/01/2020;31/12/2020;30.723.886/0001-62;BANCO MODAL S.A.
F.I.I.;22.459.737/0001-00;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;23/02/2016;16/07/2015;;EM FUNCIONAMENTO NORMAL;24/03/2016;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;10.456.810/0001-00;MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;09/12/2008;;;EM FUNCIONAMENTO NORMAL;09/12/2008;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;22.862.226/0001-34;MULTIOFFICES 1 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/11/2019;07/07/2015;;EM FUNCIONAMENTO NORMAL;18/12/2019;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;31.508.219/0001-20;MULTIOFFICES 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/11/2019;11/07/2018;;EM FUNCIONAMENTO NORMAL;18/12/2019;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;30.495.165/0001-42;NE Logistic Fundo de Investimento Imobiliário;12/09/2018;30/04/2018;;EM FUNCIONAMENTO NORMAL;30/10/2018;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;32.527.626/0001-47;NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/06/2019;11/07/2018;;EM FUNCIONAMENTO NORMAL;27/09/2019;27/09/2019;30/06/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;24.774.904/0001-32;NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;29/12/2017;07/04/2016;;EM FUNCIONAMENTO NORMAL;29/12/2017;01/01/2020;31/12/2020;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;17.786.606/0001-05;NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/12/2017;26/06/2013;;EM FUNCIONAMENTO NORMAL;28/12/2017;01/01/2020;31/12/2020;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;23.179.381/0001-13;NIHAL FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;19/02/2016;17/08/2015;;EM FUNCIONAMENTO NORMAL;08/04/2016;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;22.003.469/0001-17;NOVA I - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;15/12/2015;28/01/2015;;EM FUNCIONAMENTO NORMAL;21/12/2015;01/01/2020;31/12/2020;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
F.I.I.;27.089.035/0001-03;OAKTREE FUNDO DE INVESTIMENTO IMOBILIARIO - FII;26/05/2017;26/01/2017;;FASE PRÉ-OPERACIONAL;26/05/2017;;;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;12.811.222/0001-73;OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/04/2011;;;EM FUNCIONAMENTO NORMAL;25/04/2011;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;27.293.689/0001-46;OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/03/2017;02/03/2017;;EM FUNCIONAMENTO NORMAL;25/07/2017;01/01/2020;31/12/2020;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;01.235.622/0001-61;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/03/1996;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
F.I.I.;14.308.448/0001-81;OPPORTUNITY PREMIUM FII;28/06/2012;15/05/2012;30/07/2012;CANCELADA;30/07/2012;;;33.857.830/0001-99;OPPORTUNITY HDF ADMINISTRADORA DE RECURSOS LTDA.
F.I.I.;13.000.836/0001-38;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;21/12/2017;10/01/2011;;EM FUNCIONAMENTO NORMAL;21/12/2017;01/07/2019;30/06/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;26.091.656/0001-50;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;30/11/2016;25/07/2016;;EM FUNCIONAMENTO NORMAL;17/01/2017;01/07/2019;30/06/2020;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;32.667.372/0001-62;OURINVEST OPORTUNIDADES IMOBILIÁRIAS I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/02/2019;04/01/2019;;FASE PRÉ-OPERACIONAL;25/02/2019;;;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;19.107.604/0001-60;OURO PRETO DESENVOLVIMENTO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;29/04/2016;29/03/2016;;EM FUNCIONAMENTO NORMAL;17/05/2016;01/07/2019;30/06/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;27.974.808/0001-26;OURO PRETO RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO;22/09/2017;05/06/2017;;FASE PRÉ-OPERACIONAL;22/09/2017;;;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
F.I.I.;19.390.726/0001-06;OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;14/04/2014;21/11/2013;;LIQUIDAÇÃO;22/03/2018;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;14.465.810/0001-28;PACALU FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/12/2017;31/12/2011;;EM FUNCIONAMENTO NORMAL;23/12/2017;01/07/2019;30/06/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;21.500.514/0001-86;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;13/05/2016;17/11/2015;;EM FUNCIONAMENTO NORMAL;06/06/2016;01/07/2019;30/06/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;07.401.774/0001-73;PARMALAT FII;01/02/2005;;29/06/2006;CANCELADA;29/06/2006;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;30.048.651/0001-12;PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;06/04/2018;11/01/2018;;EM FUNCIONAMENTO NORMAL;29/03/2019;01/01/2020;31/12/2020;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
F.I.I.;04.949.703/0001-11;PÁTRIA FII;22/03/2002;;05/02/2007;CANCELADA;05/02/2007;;;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;35.754.164/0001-99;PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/01/2020;23/10/2019;;FASE PRÉ-OPERACIONAL;15/01/2020;;;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
F.I.I.;27.827.241/0001-65;PAULISTA 1267 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;22/06/2017;10/05/2017;;FASE PRÉ-OPERACIONAL;22/06/2017;;;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;34.736.510/0001-43;PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;30/10/2019;23/08/2019;;FASE PRÉ-OPERACIONAL;30/10/2019;;;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;14.056.001/0001-62;PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;27/09/2011;;;EM FUNCIONAMENTO NORMAL;27/09/2011;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;17.655.102/0001-48;PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;02/10/2013;14/02/2013;;EM FUNCIONAMENTO NORMAL;02/10/2013;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;25.329.003/0001-02;PHENOM CAPITAL BRASIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/08/2016;21/06/2016;27/07/2017;CANCELADA;27/07/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;16.854.197/0001-66;PHOENIX - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;13/11/2012;27/08/2012;30/10/2013;CANCELADA;30/10/2013;;;10.274.584/0001-47;ICLA TRUST SERVIÇOS FINANCEIROS S.A.
F.I.I.;17.326.058/0001-22;PINE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;15/03/2013;20/11/2012;02/12/2013;CANCELADA;02/12/2013;;;11.758.741/0001-52;BANCO FINAXIS S.A.
F.I.I.;26.091.636/0001-80;PLATÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;16/12/2016;25/07/2016;;FASE PRÉ-OPERACIONAL;16/12/2016;;;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
F.I.I.;20.118.492/0001-21;PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/03/2016;24/03/2014;;EM FUNCIONAMENTO NORMAL;12/12/2016;01/01/2020;31/12/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;19.872.996/0001-53;PLT FUNDO DE INVESTIMENTO IMOBILIÁRIO;11/12/2019;18/02/2014;;EM FUNCIONAMENTO NORMAL;18/12/2019;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;32.527.683/0001-26;PLURAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;31/07/2019;11/07/2018;;EM FUNCIONAMENTO NORMAL;06/11/2019;06/11/2019;30/06/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;14.080.689/0001-16;POLO FII - FII RECEBÍVEIS IMOBILIÁRIOS I;31/10/2011;27/12/2011;;EM FUNCIONAMENTO NORMAL;31/10/2011;01/07/2019;30/06/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;17.156.502/0001-09;POLO FUNDO DE INVESTIMENTO IMOBILIARIO - RECEBIVEIS IMOBILIARIOS II - FII;12/12/2012;19/09/2012;;EM FUNCIONAMENTO NORMAL;12/12/2012;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;16.863.392/0001-52;POLO TORP TERRENISTA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;26/12/2012;03/09/2012;25/07/2014;CANCELADA;25/07/2014;;;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;14.155.461/0001-48;PORTO DA PONTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;10/01/2012;11/08/2011;07/10/2016;CANCELADA;07/10/2016;01/01/2019;31/12/2019;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
F.I.I.;31.524.789/0001-03;PORTO PREMIUM FUNDO DE INVESTIMENTO IMOBILIARIO;14/12/2018;20/08/2018;;EM FUNCIONAMENTO NORMAL;20/05/2019;01/01/2020;31/12/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;30.258.790/0001-70;PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;23/01/2019;28/03/2018;;EM FUNCIONAMENTO NORMAL;08/02/2019;01/01/2020;31/12/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;29.242.809/0001-01;PRAZO EDUCACIONAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;12/09/2019;21/11/2017;;EM FUNCIONAMENTO NORMAL;10/12/2019;01/01/2020;31/12/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;27.944.595/0001-90;PRAZO II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;14/11/2019;31/03/2017;;EM FUNCIONAMENTO NORMAL;10/01/2020;10/01/2020;31/12/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;23.964.908/0001-10;PRIME 16 -FUNDO DE INVESTIMENTO IMOBILIÁRIO;13/07/2016;23/12/2015;;EM FUNCIONAMENTO NORMAL;13/07/2016;01/01/2020;31/12/2020;62.318.407/0001-19;SANTANDER SECURITIES SERVICES BRASIL DTVM S.A
F.I.I.;01.768.663/0001-13;PRIME INCOME FDO INV IMOB;02/07/1996;;04/05/2000;CANCELADA;04/05/2000;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;31.962.875/0001-06;PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/12/2018;26/10/2018;;EM FUNCIONAMENTO NORMAL;18/01/2019;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;13.125.823/0001-95;PSG - FUNDO DE INVESTIMENTO IMOBILIÁRIO;24/11/2014;09/12/2010;;EM FUNCIONAMENTO NORMAL;24/11/2014;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;32.754.734/0001-52;QUASAR AGRO - FUNDO DE INVESTIMENTO IMOBILIARIO;05/07/2019;29/01/2019;;EM FUNCIONAMENTO NORMAL;07/11/2019;07/11/2019;30/06/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
